Farm_ID,Season,Region,Crop_Type,Farming_Practice,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Fertilizer_Usage_kg,Pesticide_Usage_kg,Irrigation_Water_m3,Yield_tons_per_ha,Production_Cost_USD,Revenue_USD
FARM_1742,Kharif (Monsoon),South Zone,Pulses,Precision Farming,888.6,32.5,69.3,6.7,107.5,10.8,4389.3,7.15,1028.56,2934.61
FARM_1743,Zaid (Summer),West Zone,Sunflower,Conventional,29.2,37.0,53.6,7.3,126.0,10.3,3106.4,4.42,959.23,1754.29
FARM_1744,Rabi (Winter),Central Zone,Chickpea,Conventional,130.4,10.0,66.5,7.2,195.5,5.0,4074.1,6.43,1076.75,2321.25
FARM_1745,Kharif (Monsoon),West Zone,Maize,Organic,728.3,26.9,81.6,5.55,160.0,11.3,1320.7,7.83,908.11,2932.76
FARM_1746,Autumn,East Zone,Groundnut,Conventional,246.7,22.4,59.0,6.96,200.9,8.7,4907.1,5.67,1205.99,2083.6
FARM_1747,Rabi (Winter),South Zone,Mustard,Hydroponic,224.3,22.6,59.6,5.74,144.2,5.8,5360.1,6.69,1060.48,2497.22
FARM_1748,Rabi (Winter),East Zone,Chickpea,Conventional,62.5,20.3,59.2,5.57,159.4,8.4,3405.8,6.49,1012.88,2057.77
FARM_1749,Autumn,North Zone,Jute,Conventional,197.7,25.8,72.4,7.64,131.6,3.6,3556.3,5.66,926.68,1908.2
FARM_1750,Rabi (Winter),North Zone,Wheat,Conventional,172.8,15.3,55.1,6.2,110.3,9.9,4809.5,6.09,1058.58,2210.46
FARM_1751,Kharif (Monsoon),West Zone,Cotton,Conventional,959.6,28.2,86.3,6.42,159.3,8.2,4627.5,7.64,1096.6,2177.63
FARM_1752,Autumn,Central Zone,Groundnut,Organic,331.7,27.3,70.7,5.67,124.7,5.3,5427.7,5.69,1033.58,1977.83
FARM_1753,Rabi (Winter),East Zone,Chickpea,Conventional,107.3,18.2,52.3,5.98,162.6,7.8,3568.0,7.5,1008.34,3002.71
FARM_1754,Kharif (Monsoon),Central Zone,Pulses,Precision Farming,1006.6,29.4,79.1,7.57,120.0,6.7,3707.3,7.68,932.31,2679.79
FARM_1755,Kharif (Monsoon),West Zone,Cotton,Organic,657.7,23.2,81.6,6.83,133.9,6.9,4235.2,6.72,999.27,2401.23
FARM_1756,Zaid (Summer),North Zone,Sunflower,Organic,45.7,37.0,23.6,7.88,136.7,2.8,3220.7,3.98,900.06,1226.9
FARM_1757,Rabi (Winter),Central Zone,Barley,Organic,213.7,20.7,55.8,6.57,177.7,4.3,4209.0,7.19,1051.74,2812.79
FARM_1758,Rabi (Winter),Central Zone,Mustard,Conventional,217.3,21.8,51.2,6.23,125.1,7.9,3240.3,6.35,957.23,2097.04
FARM_1759,Autumn,North Zone,Sugarcane,Precision Farming,306.2,19.1,72.4,6.44,181.5,7.5,5001.1,6.05,1162.3,2504.23
FARM_1760,Zaid (Summer),East Zone,Watermelon,Organic,54.1,29.1,28.2,7.42,108.3,10.9,3377.6,4.5,970.74,1886.04
FARM_1761,Kharif (Monsoon),North Zone,Cotton,Organic,980.6,32.8,80.1,7.0,149.4,6.9,4803.5,8.2,1090.61,3347.57
FARM_1762,Kharif (Monsoon),Central Zone,Maize,Conventional,702.7,23.7,87.1,7.94,115.9,7.2,6247.9,6.85,1149.98,1999.4
FARM_1763,Kharif (Monsoon),East Zone,Cotton,Precision Farming,917.4,27.0,77.2,7.13,179.1,7.3,5013.9,8.14,1147.34,2658.9
FARM_1764,Zaid (Summer),East Zone,Cucumber,Conventional,73.4,36.9,31.0,6.83,111.3,8.0,4711.1,4.12,996.39,1698.76
FARM_1765,Kharif (Monsoon),North Zone,Pulses,Conventional,678.6,24.7,77.7,7.62,114.9,8.7,2863.6,7.09,889.21,2783.78
FARM_1766,Rabi (Winter),Central Zone,Mustard,Precision Farming,122.4,24.5,51.0,8.06,96.0,7.5,6166.8,6.3,1139.75,2567.66
FARM_1767,Zaid (Summer),West Zone,Cucumber,Conventional,35.0,31.4,38.2,6.46,143.6,9.9,5838.9,4.09,1185.56,1473.04
FARM_1768,Autumn,Central Zone,Soybean,Precision Farming,154.2,24.8,55.6,6.17,160.7,14.3,4312.4,5.27,1142.89,1830.04
FARM_1769,Kharif (Monsoon),South Zone,Rice,Precision Farming,1023.8,28.3,90.6,7.16,156.9,6.4,4039.1,7.95,1029.36,2344.53
FARM_1770,Zaid (Summer),West Zone,Cucumber,Conventional,55.4,25.6,54.6,6.85,135.0,9.5,3523.2,3.87,1023.89,1538.43
FARM_1771,Kharif (Monsoon),East Zone,Pulses,Conventional,925.3,30.0,75.0,8.17,116.9,8.6,6647.3,6.78,1210.79,2605.69
FARM_1772,Zaid (Summer),West Zone,Sunflower,Organic,59.1,35.6,37.6,6.75,130.2,11.1,5440.8,4.75,1177.4,1369.15
FARM_1773,Kharif (Monsoon),East Zone,Pulses,Conventional,589.8,36.3,84.2,5.7,131.6,9.0,3589.9,7.17,942.52,2217.81
FARM_1774,Rabi (Winter),East Zone,Mustard,Hydroponic,166.8,23.3,60.2,8.14,148.8,6.7,5819.1,5.63,1147.16,2015.65
FARM_1775,Zaid (Summer),West Zone,Vegetables,Conventional,46.5,38.7,48.5,7.78,146.4,5.6,6107.0,4.35,1153.39,1634.8
FARM_1776,Kharif (Monsoon),East Zone,Cotton,Organic,754.1,30.4,78.8,5.98,200.9,10.0,4474.5,7.88,1212.6,2358.28
FARM_1777,Kharif (Monsoon),East Zone,Pulses,Precision Farming,881.3,29.8,86.8,7.94,141.4,5.8,4086.8,7.4,1014.12,2325.64
FARM_1778,Zaid (Summer),South Zone,Watermelon,Conventional,47.1,36.1,60.2,6.42,152.6,11.5,3308.3,3.35,1048.02,1028.57
FARM_1779,Zaid (Summer),Central Zone,Vegetables,Organic,56.5,35.6,60.1,6.52,142.5,9.9,5348.9,4.27,1115.5,1327.11
FARM_1780,Rabi (Winter),Central Zone,Mustard,Conventional,175.5,12.1,48.6,7.95,128.6,8.7,3987.5,6.37,1027.22,2604.69
FARM_1781,Rabi (Winter),South Zone,Barley,Conventional,177.6,19.7,56.3,6.93,152.4,5.2,3937.9,6.25,1015.16,2376.34
FARM_1782,Rabi (Winter),West Zone,Chickpea,Precision Farming,236.4,15.5,54.4,5.87,125.3,10.2,4486.2,7.13,1038.17,2732.18
FARM_1783,Kharif (Monsoon),North Zone,Rice,Organic,555.5,31.5,76.0,6.5,138.0,12.5,3518.4,7.2,1026.37,2816.35
FARM_1784,Kharif (Monsoon),North Zone,Cotton,Conventional,1008.6,30.9,91.7,7.45,180.6,7.4,6334.1,7.97,1253.14,2629.46
FARM_1785,Kharif (Monsoon),North Zone,Cotton,Conventional,947.4,26.9,82.3,5.97,123.0,6.6,5661.5,7.99,1102.15,3095.37
FARM_1786,Autumn,South Zone,Groundnut,Conventional,239.3,26.0,63.6,7.09,153.6,8.3,4591.9,5.6,1101.98,2335.08
FARM_1787,Rabi (Winter),South Zone,Wheat,Conventional,147.2,14.4,57.4,7.38,53.2,9.7,3478.5,5.81,868.05,2194.87
FARM_1788,Rabi (Winter),East Zone,Wheat,Conventional,183.0,11.4,49.5,6.43,133.5,7.2,3543.3,5.92,941.06,2003.0
FARM_1789,Rabi (Winter),North Zone,Chickpea,Conventional,156.7,8.6,68.9,7.37,122.8,10.7,3490.4,6.35,969.82,2414.84
FARM_1790,Autumn,West Zone,Soybean,Hydroponic,243.1,22.2,63.5,7.89,144.2,13.3,3023.2,5.15,988.69,2091.47
FARM_1791,Kharif (Monsoon),West Zone,Cotton,Conventional,870.6,25.7,84.9,6.77,131.7,9.3,4887.2,7.21,1105.33,2148.77
FARM_1792,Rabi (Winter),North Zone,Mustard,Organic,166.0,14.7,50.8,6.53,145.0,7.7,3729.1,5.82,969.98,1845.76
FARM_1793,Rabi (Winter),North Zone,Barley,Conventional,89.3,13.0,58.1,6.18,126.7,9.6,3660.5,5.66,989.73,2313.25
FARM_1794,Rabi (Winter),North Zone,Barley,Precision Farming,116.9,25.2,55.6,7.13,153.5,11.4,3523.3,6.08,1021.0,2507.83
FARM_1795,Kharif (Monsoon),South Zone,Maize,Precision Farming,647.1,24.6,85.3,7.88,80.0,8.9,5704.3,5.82,1058.03,2024.08
FARM_1796,Autumn,South Zone,Groundnut,Organic,293.9,28.0,62.4,6.38,143.9,9.7,3589.7,5.87,1035.87,1951.41
FARM_1797,Autumn,South Zone,Groundnut,Hydroponic,255.2,28.4,59.0,6.57,107.2,10.3,6022.9,4.63,1137.71,1479.7
FARM_1798,Rabi (Winter),Central Zone,Barley,Conventional,169.6,17.2,62.0,6.6,180.9,6.3,4154.8,7.18,1088.11,2511.75
FARM_1799,Rabi (Winter),West Zone,Chickpea,Organic,222.7,16.4,50.6,7.01,106.6,9.6,3005.9,6.66,880.33,2736.16
FARM_1800,Autumn,West Zone,Jute,Organic,353.3,21.8,76.3,6.12,174.8,5.1,5063.1,5.87,1129.24,1766.71
FARM_1801,Zaid (Summer),East Zone,Sunflower,Organic,88.9,32.0,24.2,7.72,139.6,6.9,5564.7,4.24,1097.54,1436.41
FARM_1802,Kharif (Monsoon),South Zone,Cotton,Precision Farming,675.9,24.6,84.0,6.3,76.0,11.4,3470.4,6.3,914.94,2568.04
FARM_1803,Rabi (Winter),Central Zone,Chickpea,Organic,212.0,21.2,53.1,7.4,109.3,10.7,4575.9,6.08,1032.69,1999.57
FARM_1804,Rabi (Winter),Central Zone,Wheat,Organic,163.7,14.5,63.8,6.89,169.7,7.8,4882.2,5.88,1135.7,2278.68
FARM_1805,Rabi (Winter),West Zone,Mustard,Precision Farming,167.3,21.1,49.2,7.08,167.7,12.8,4614.8,6.43,1175.57,2150.81
FARM_1806,Zaid (Summer),South Zone,Watermelon,Conventional,56.6,37.2,54.4,5.98,94.5,5.2,3950.2,4.43,859.52,1739.62
FARM_1807,Autumn,East Zone,Soybean,Organic,251.4,27.3,60.0,7.48,194.7,8.0,5557.9,6.35,1227.1,2650.11
FARM_1808,Autumn,South Zone,Soybean,Organic,469.4,23.8,69.5,6.01,139.1,9.2,4198.7,5.99,1049.3,2002.43
FARM_1809,Rabi (Winter),North Zone,Barley,Organic,156.6,28.4,56.8,5.81,171.0,1.5,3773.2,6.03,974.15,2401.83
FARM_1810,Kharif (Monsoon),South Zone,Maize,Organic,772.7,29.9,83.1,6.98,97.6,8.1,2381.9,7.16,857.02,2995.59
FARM_1811,Autumn,North Zone,Sugarcane,Conventional,287.4,21.7,61.3,7.42,124.0,5.7,2393.1,5.2,858.16,2172.23
FARM_1812,Zaid (Summer),North Zone,Watermelon,Organic,77.6,29.8,37.5,5.64,154.6,5.7,4759.1,3.87,1080.67,1318.62
FARM_1813,Kharif (Monsoon),East Zone,Pulses,Organic,999.2,27.7,90.9,5.69,129.0,7.8,4407.5,7.28,1008.26,2533.49
FARM_1814,Autumn,West Zone,Sugarcane,Precision Farming,160.4,22.1,48.8,7.67,37.8,3.9,5564.9,4.57,900.52,1473.72
FARM_1815,Autumn,South Zone,Groundnut,Conventional,459.5,22.2,51.1,7.68,133.3,6.5,5856.3,5.97,1149.41,1934.06
FARM_1816,Rabi (Winter),North Zone,Mustard,Conventional,125.5,12.4,50.2,6.16,71.2,4.0,4205.9,5.9,864.16,2058.78
FARM_1817,Rabi (Winter),South Zone,Wheat,Conventional,151.6,21.2,53.6,7.16,102.5,8.8,5638.4,6.48,1116.85,1996.31
FARM_1818,Rabi (Winter),West Zone,Mustard,Conventional,151.0,15.7,42.9,6.7,90.9,8.8,3825.8,5.59,926.19,2121.73
FARM_1819,Kharif (Monsoon),West Zone,Rice,Conventional,573.0,26.9,80.4,7.21,179.6,7.6,4320.1,7.38,1112.82,2620.51
FARM_1820,Kharif (Monsoon),Central Zone,Rice,Conventional,784.2,22.6,81.0,7.83,190.6,11.0,4285.8,7.84,1200.36,3180.92
FARM_1821,Zaid (Summer),West Zone,Sunflower,Conventional,92.6,34.7,34.2,5.72,152.0,7.8,6394.9,3.83,1206.29,1507.03
FARM_1822,Kharif (Monsoon),East Zone,Maize,Hydroponic,840.9,24.7,74.2,7.6,131.9,8.4,2965.8,6.95,960.76,2259.76
FARM_1823,Kharif (Monsoon),North Zone,Rice,Organic,917.7,31.0,79.3,6.83,141.0,6.2,4571.0,7.69,1059.68,2697.75
FARM_1824,Rabi (Winter),Central Zone,Barley,Precision Farming,71.0,19.4,71.5,7.02,179.6,2.7,3664.8,6.77,1064.1,2606.94
FARM_1825,Rabi (Winter),East Zone,Mustard,Organic,140.2,17.3,48.0,7.27,70.6,8.1,4141.2,5.57,891.95,1710.26
FARM_1826,Autumn,South Zone,Soybean,Precision Farming,338.5,23.0,72.2,7.99,102.4,7.8,4089.9,5.36,987.77,1524.51
FARM_1827,Kharif (Monsoon),North Zone,Maize,Conventional,751.4,29.0,79.8,5.65,175.1,12.8,4586.5,7.37,1188.15,2943.01
FARM_1828,Kharif (Monsoon),West Zone,Pulses,Precision Farming,1083.3,29.2,86.9,5.58,182.4,10.2,6116.3,9.38,1285.99,2807.03
FARM_1829,Zaid (Summer),North Zone,Vegetables,Organic,62.2,34.5,39.6,5.98,160.6,7.5,6782.4,4.51,1277.45,1824.37
FARM_1830,Rabi (Winter),South Zone,Mustard,Conventional,119.1,20.1,49.5,8.16,103.4,8.9,5287.9,5.62,1067.95,2292.43
FARM_1831,Kharif (Monsoon),Central Zone,Rice,Conventional,866.9,30.6,87.9,7.43,174.6,10.8,3325.0,8.17,1043.98,2814.55
FARM_1832,Rabi (Winter),Central Zone,Wheat,Precision Farming,156.5,21.4,60.9,7.16,187.7,9.8,4290.4,6.76,1145.88,2656.34
FARM_1833,Kharif (Monsoon),Central Zone,Pulses,Conventional,792.6,34.3,77.1,5.63,165.1,12.7,4812.7,7.68,1190.48,2540.9
FARM_1834,Kharif (Monsoon),West Zone,Rice,Conventional,863.6,32.4,87.1,7.87,52.7,6.5,4011.7,6.71,835.63,2685.05
FARM_1835,Rabi (Winter),East Zone,Mustard,Conventional,150.6,22.0,53.2,7.69,144.4,10.9,4167.5,6.73,1085.31,2661.42
FARM_1836,Rabi (Winter),East Zone,Wheat,Conventional,130.5,13.1,60.8,7.29,160.5,7.4,4414.6,6.19,1075.44,1801.24
FARM_1837,Autumn,North Zone,Soybean,Conventional,366.3,23.3,66.9,6.42,122.0,9.0,5426.7,6.93,1120.62,2505.64
FARM_1838,Rabi (Winter),West Zone,Wheat,Organic,256.0,22.6,47.8,5.69,146.5,7.1,5136.2,7.24,1116.68,2675.9
FARM_1839,Rabi (Winter),Central Zone,Barley,Hydroponic,190.1,14.4,31.8,7.07,122.0,8.1,3767.8,7.18,977.84,2011.26
FARM_1840,Rabi (Winter),Central Zone,Chickpea,Precision Farming,149.2,24.3,66.2,7.44,109.8,9.0,5211.4,5.99,1046.0,2498.96
FARM_1841,Kharif (Monsoon),South Zone,Pulses,Hydroponic,906.6,26.4,82.4,5.75,192.9,10.0,6569.2,8.36,1364.45,2816.65
FARM_1842,Rabi (Winter),South Zone,Barley,Organic,139.2,15.9,63.5,7.21,147.5,8.7,2684.5,6.57,916.83,2315.45
FARM_1843,Kharif (Monsoon),Central Zone,Cotton,Precision Farming,771.1,31.4,77.0,6.27,101.3,2.3,3975.2,6.73,874.04,2067.94
FARM_1844,Autumn,Central Zone,Groundnut,Precision Farming,464.7,20.1,58.3,7.56,91.8,8.3,3884.0,5.89,912.77,2152.96
FARM_1845,Kharif (Monsoon),West Zone,Cotton,Conventional,826.7,22.0,67.1,6.96,109.9,12.2,4595.9,6.83,1062.97,2687.51
FARM_1846,Rabi (Winter),East Zone,Mustard,Conventional,71.0,16.8,52.9,5.85,110.1,8.3,2311.3,6.15,830.24,2226.45
FARM_1847,Kharif (Monsoon),South Zone,Rice,Conventional,899.9,27.4,81.5,6.92,145.1,12.2,6133.3,7.56,1261.87,2950.86
FARM_1848,Autumn,East Zone,Groundnut,Precision Farming,264.0,27.1,69.2,6.57,157.0,8.2,4556.2,6.03,1096.35,2305.6
FARM_1849,Rabi (Winter),West Zone,Barley,Conventional,136.9,20.1,53.5,5.99,157.0,4.6,4857.8,7.22,1068.15,2261.82
FARM_1850,Rabi (Winter),Central Zone,Mustard,Organic,89.1,21.6,47.7,7.77,113.7,7.4,4718.8,5.91,985.31,2015.39
FARM_1851,Kharif (Monsoon),East Zone,Pulses,Conventional,984.1,29.0,79.6,5.53,172.2,7.1,3880.2,8.49,1073.35,2553.86
FARM_1852,Zaid (Summer),Central Zone,Vegetables,Hydroponic,22.5,39.6,36.4,6.34,183.0,7.9,5338.4,4.36,1211.89,1246.4
FARM_1853,Kharif (Monsoon),Central Zone,Pulses,Precision Farming,945.2,27.7,78.6,5.53,130.9,5.5,4506.3,7.14,1031.07,2062.24
FARM_1854,Autumn,North Zone,Jute,Hydroponic,315.4,25.1,63.1,5.76,103.9,8.5,1998.4,6.04,794.88,2488.18
FARM_1855,Kharif (Monsoon),East Zone,Pulses,Conventional,841.7,29.3,82.5,6.3,143.5,7.7,4370.2,7.9,1057.22,3300.9
FARM_1856,Kharif (Monsoon),East Zone,Maize,Organic,856.5,29.9,77.9,5.65,215.6,11.7,4166.9,8.34,1199.01,2446.1
FARM_1857,Kharif (Monsoon),Central Zone,Maize,Organic,1183.7,32.5,83.8,7.11,103.0,5.5,5336.1,8.2,1013.01,2680.8
FARM_1858,Rabi (Winter),West Zone,Wheat,Organic,72.3,20.4,52.3,5.73,121.6,9.1,7741.7,5.6,1291.89,1657.71
FARM_1859,Rabi (Winter),North Zone,Chickpea,Organic,110.9,16.6,48.1,7.39,142.0,9.5,4953.2,6.58,1134.64,2610.89
FARM_1860,Kharif (Monsoon),Central Zone,Rice,Conventional,926.0,32.8,84.1,5.64,159.0,10.4,7043.8,7.99,1319.38,2792.36
FARM_1861,Zaid (Summer),South Zone,Sunflower,Organic,115.3,30.3,34.9,5.66,70.5,7.6,3676.5,3.98,861.04,1460.57
FARM_1862,Rabi (Winter),South Zone,Barley,Conventional,112.3,22.9,53.2,6.32,185.7,9.1,3753.5,7.62,1098.02,2709.58
FARM_1863,Rabi (Winter),North Zone,Barley,Hydroponic,157.6,20.5,43.4,7.92,185.2,9.4,4204.3,7.59,1132.86,2879.92
FARM_1864,Rabi (Winter),West Zone,Wheat,Conventional,125.1,22.0,50.6,7.23,125.1,4.4,5010.2,5.68,1048.89,1844.17
FARM_1865,Rabi (Winter),Central Zone,Chickpea,Precision Farming,81.5,14.4,52.7,7.58,234.7,7.7,3731.3,6.68,1148.23,1998.98
FARM_1866,Rabi (Winter),East Zone,Wheat,Conventional,156.7,17.7,50.1,5.88,183.0,8.4,2565.8,7.1,987.62,2005.51
FARM_1867,Kharif (Monsoon),North Zone,Maize,Organic,990.9,27.6,81.0,7.75,181.1,8.7,4527.7,8.4,1152.23,2876.13
FARM_1868,Kharif (Monsoon),West Zone,Rice,Conventional,765.9,32.5,78.0,5.52,181.6,8.7,3128.4,7.33,998.41,2984.02
FARM_1869,Autumn,East Zone,Sugarcane,Organic,306.0,28.1,67.0,6.08,180.6,9.6,5839.0,5.8,1262.57,1871.88
FARM_1870,Autumn,South Zone,Jute,Conventional,320.4,19.1,69.8,7.16,139.2,13.3,5272.6,5.49,1209.4,1687.81
FARM_1871,Rabi (Winter),South Zone,Wheat,Conventional,152.2,20.2,56.5,6.51,135.8,7.0,3588.6,6.98,958.59,2859.33
FARM_1872,Kharif (Monsoon),East Zone,Pulses,Organic,766.1,30.7,81.0,8.16,107.0,9.5,5047.0,6.72,1038.05,1980.81
FARM_1873,Rabi (Winter),North Zone,Barley,Organic,98.4,23.2,43.6,5.58,119.8,11.8,3842.2,5.42,1023.38,1556.91
FARM_1874,Rabi (Winter),South Zone,Wheat,Conventional,186.0,23.9,46.1,8.2,129.1,4.0,4437.4,6.31,989.03,2543.67
FARM_1875,Kharif (Monsoon),Central Zone,Maize,Hydroponic,831.6,27.4,79.1,7.18,142.3,9.2,4450.0,7.56,1102.62,2858.64
FARM_1876,Kharif (Monsoon),East Zone,Rice,Precision Farming,1124.5,24.7,78.5,7.01,195.9,4.3,4097.2,8.45,1090.81,2865.31
FARM_1877,Zaid (Summer),East Zone,Watermelon,Precision Farming,90.1,34.0,30.6,5.66,66.4,14.0,5496.8,3.87,1057.98,1491.22
FARM_1878,Rabi (Winter),South Zone,Wheat,Organic,160.5,21.2,51.9,6.24,187.1,9.8,3157.0,7.55,1037.18,2897.7
FARM_1879,Kharif (Monsoon),North Zone,Cotton,Precision Farming,933.2,23.9,73.4,8.0,104.6,9.5,5144.4,7.15,1080.61,2042.1
FARM_1880,Kharif (Monsoon),Central Zone,Pulses,Precision Farming,784.0,29.8,83.8,6.46,136.3,3.8,4865.4,6.79,1037.59,2544.04
FARM_1881,Kharif (Monsoon),North Zone,Maize,Conventional,672.7,30.2,80.8,7.29,114.6,7.2,2814.5,6.77,867.22,2503.02
FARM_1882,Rabi (Winter),West Zone,Wheat,Hydroponic,114.8,12.7,56.8,8.2,204.9,7.3,3546.7,7.22,1093.01,2995.79
FARM_1883,Kharif (Monsoon),West Zone,Pulses,Conventional,1043.4,28.1,75.3,6.21,122.5,12.9,3187.3,6.95,989.32,2886.52
FARM_1884,Kharif (Monsoon),South Zone,Pulses,Hydroponic,569.8,32.6,85.2,7.06,158.3,10.3,4060.3,7.34,1091.01,2443.43
FARM_1885,Zaid (Summer),South Zone,Vegetables,Hydroponic,66.0,39.4,42.2,7.38,160.1,4.4,4558.1,4.28,1025.07,1551.83
FARM_1886,Kharif (Monsoon),South Zone,Maize,Organic,770.3,29.7,75.9,5.94,99.4,9.7,3385.9,6.92,940.21,2074.55
FARM_1887,Rabi (Winter),West Zone,Barley,Conventional,110.2,21.1,61.8,5.9,136.6,4.7,5663.0,6.19,1131.52,1790.79
FARM_1888,Kharif (Monsoon),North Zone,Pulses,Hydroponic,658.9,24.3,77.8,6.73,182.2,4.4,5769.3,7.33,1228.74,2496.52
FARM_1889,Kharif (Monsoon),North Zone,Pulses,Organic,743.3,29.4,80.2,6.54,109.4,9.6,5981.3,6.94,1172.95,2613.49
FARM_1890,Kharif (Monsoon),South Zone,Pulses,Conventional,1024.7,29.0,76.8,7.43,169.0,10.4,1238.3,8.1,906.09,2911.84
FARM_1891,Zaid (Summer),Central Zone,Vegetables,Hydroponic,22.2,35.5,22.9,5.69,128.4,9.6,6837.8,3.91,1238.2,1329.99
FARM_1892,Autumn,North Zone,Soybean,Conventional,247.4,22.8,61.4,8.12,180.7,13.2,4699.3,5.65,1215.67,2229.13
FARM_1893,Zaid (Summer),West Zone,Watermelon,Organic,33.7,32.8,51.5,5.54,201.2,9.4,4556.8,4.89,1213.04,1913.07
FARM_1894,Rabi (Winter),East Zone,Barley,Conventional,195.7,24.1,55.1,7.12,69.7,8.9,4377.8,6.22,896.81,2378.98
FARM_1895,Rabi (Winter),East Zone,Chickpea,Organic,160.8,22.6,43.2,7.02,93.2,5.5,2914.5,5.59,812.0,1625.49
FARM_1896,Kharif (Monsoon),East Zone,Cotton,Conventional,970.8,31.9,75.6,5.86,124.7,10.6,4931.7,7.59,1062.53,2971.53
FARM_1897,Kharif (Monsoon),Central Zone,Pulses,Organic,1057.4,34.2,83.9,5.91,191.3,4.4,6434.3,8.17,1267.13,3339.23
FARM_1898,Autumn,South Zone,Sugarcane,Conventional,347.6,21.6,72.5,7.64,158.6,13.6,4684.8,6.19,1198.26,1784.71
FARM_1899,Kharif (Monsoon),West Zone,Rice,Conventional,696.2,29.1,82.4,7.9,96.4,10.7,3161.9,6.76,905.03,2272.94
FARM_1900,Kharif (Monsoon),Central Zone,Maize,Precision Farming,355.6,29.2,93.1,6.26,163.8,15.5,2669.6,6.48,1032.65,2711.04
FARM_1901,Kharif (Monsoon),West Zone,Pulses,Conventional,536.2,27.8,70.3,6.68,108.0,9.5,4147.2,6.47,995.55,2354.39
FARM_1902,Kharif (Monsoon),West Zone,Maize,Conventional,715.9,22.2,80.8,6.46,170.5,10.8,3607.2,7.97,1083.27,2804.65
FARM_1903,Kharif (Monsoon),South Zone,Maize,Conventional,969.0,29.2,75.3,5.7,158.9,7.8,5343.1,7.37,1166.75,2246.69
FARM_1904,Rabi (Winter),East Zone,Wheat,Organic,125.6,19.1,47.8,7.32,107.9,8.4,6144.5,5.5,1112.12,1975.42
FARM_1905,Rabi (Winter),South Zone,Barley,Conventional,96.8,17.0,47.4,7.73,137.7,5.9,5063.6,6.52,1078.26,2226.36
FARM_1906,Autumn,Central Zone,Jute,Organic,332.9,28.9,83.2,6.32,182.9,4.9,4397.9,6.3,1093.24,1876.4
FARM_1907,Zaid (Summer),Central Zone,Cucumber,Hydroponic,66.8,36.9,34.0,8.17,73.8,9.0,4341.0,3.61,956.73,1245.47
FARM_1908,Kharif (Monsoon),Central Zone,Rice,Organic,769.4,31.9,78.6,5.7,150.5,8.4,4585.3,7.83,1086.81,2372.61
FARM_1909,Kharif (Monsoon),South Zone,Pulses,Conventional,860.9,31.7,78.7,7.29,101.3,5.8,3108.1,7.44,890.12,2844.26
FARM_1910,Rabi (Winter),West Zone,Barley,Conventional,210.0,20.3,58.6,6.71,139.4,6.3,5222.7,7.33,1095.48,3051.56
FARM_1911,Rabi (Winter),West Zone,Mustard,Conventional,124.1,20.0,51.6,6.71,156.0,8.6,3203.0,6.99,980.49,2416.73
FARM_1912,Kharif (Monsoon),North Zone,Cotton,Organic,920.4,27.7,84.8,6.74,210.5,5.8,5839.4,8.77,1245.13,3232.02
FARM_1913,Rabi (Winter),Central Zone,Barley,Conventional,148.7,26.2,52.8,6.2,139.1,9.4,4064.1,6.44,1027.89,2191.77
FARM_1914,Rabi (Winter),West Zone,Chickpea,Conventional,128.6,19.4,63.6,7.43,191.3,5.8,5497.0,7.01,1188.24,2098.68
FARM_1915,Rabi (Winter),North Zone,Wheat,Precision Farming,192.8,18.7,57.7,7.45,110.6,9.1,2732.1,6.21,874.17,2582.6
FARM_1916,Rabi (Winter),West Zone,Chickpea,Conventional,163.6,13.7,63.2,6.26,122.7,5.6,5488.5,6.39,1111.11,1905.12
FARM_1917,Kharif (Monsoon),Central Zone,Rice,Conventional,661.3,24.8,80.3,7.76,160.5,5.6,6135.0,6.86,1168.21,2028.01
FARM_1918,Autumn,East Zone,Jute,Conventional,274.4,27.4,68.1,6.36,147.1,2.6,2962.1,5.89,855.03,2027.83
FARM_1919,Zaid (Summer),Central Zone,Cucumber,Conventional,62.8,31.6,40.3,7.46,128.5,8.1,4363.8,4.06,1022.91,1511.31
FARM_1920,Kharif (Monsoon),South Zone,Pulses,Conventional,842.1,28.7,77.8,5.83,127.6,12.1,4901.9,7.52,1090.12,2479.26
FARM_1921,Autumn,West Zone,Sugarcane,Conventional,341.8,24.0,68.0,5.96,186.7,12.0,4960.6,6.08,1207.13,1866.27
FARM_1922,Rabi (Winter),West Zone,Barley,Organic,181.8,15.9,48.8,6.35,129.9,9.3,4092.5,6.18,1029.74,2438.97
FARM_1923,Autumn,South Zone,Sugarcane,Organic,338.1,21.0,72.8,7.1,104.3,3.5,3881.0,5.57,889.08,1842.75
FARM_1924,Zaid (Summer),South Zone,Watermelon,Organic,60.2,34.7,45.5,7.24,110.1,10.6,4803.9,4.2,1068.54,1290.26
FARM_1925,Rabi (Winter),East Zone,Wheat,Organic,169.4,18.0,62.0,6.57,163.4,9.1,4923.1,6.6,1158.64,2185.34
FARM_1926,Kharif (Monsoon),West Zone,Cotton,Conventional,749.1,30.1,74.6,5.71,219.0,7.5,3747.1,8.73,1160.59,2706.63
FARM_1927,Kharif (Monsoon),West Zone,Maize,Conventional,926.6,27.0,73.4,6.51,121.7,11.5,3509.9,8.08,995.59,2850.0
